date,company,state,breach,org,records
11/13/2011,BrownsvilleIndependentSchoolDistrict,TX,DISC,EDU,0.0
11/14/2011,SmokersChoice,NY,HACK,BSR,200.0
11/14/2011,SantaClaraUniversity,CA,HACK,EDU,60.0
11/15/2011,ThePublicSchoolEmployees'RetirementSystem,PA,DISC,GOV,2000.0
11/15/2011,CitizensEquityFirstCreditUnion(CEFCU),IL,PORT,BSF,0.0
11/15/2011,StephenF.AustinHotel,TX,INSD,BSO,0.0
11/16/2011,BrightDirectionsCollegeSavingsProgramIllinoisStateTreasurer'sOffice,IL,DISC,GOV,36000.0
11/16/2011,McDonald's,MI,INSD,BSR,100.0
11/18/2011,SmithandWollenskyCapitalGrilleWolfgang'sSteakhouseJoJoMorton'sTheBicycleClub,NY,INSD,BSR,50.0
11/18/2011,HonoluluAsia-PacificEconomicCooperation(APEC)EastWestCenter,HI,HACK,BSO,40.0
11/18/2011,McDonald's,WA,INSD,BSR,16.0
11/18/2011,McDonald's,GA,INSD,BSR,0.0
11/18/2011,CommunityTax,AL,INSD,BSF,0.0
11/21/2011,BlairsvilleHighSchool,PA,HACK,EDU,0.0
11/21/2011,OhioRehabilitationServicesCommission,OH,PHYS,GOV,0.0
11/22/2011,GaryVaynerchuk'sWineLibrary,NJ,HACK,BSR,0.0
11/22/2011,YMCAofMetroAtlanta,GA,PORT,NGO,0.0
11/23/2011,MassBayCommunityCollege,MA,DISC,EDU,0.0
11/26/2011,SkagitCountyHealthDepartment,WA,DISC,GOV,0.0
11/27/2011,101Domain.com,CA,HACK,BSO,10000.0
11/27/2011,CabarjalRealty,TX,HACK,BSO,625.0
11/28/2011,JewishCommunityServicesofSouthFlorida,FL,INSD,NGO,30.0
11/29/2011,UniversityofCaliforniaRiverside(UCR),CA,HACK,EDU,5000.0
11/30/2011,TheCollegeofNewJersey,NJ,DISC,EDU,12815.0
12/1/2011,ExtremePizza,NE,HACK,BSR,0.0
12/2/2011,UniversityofKansas(KU),KS,PHYS,EDU,0.0
12/3/2011,PulaskiCountySpecialSchoolDistrict,AR,PORT,GOV,1100.0
12/7/2011,JeanneD'ArcCreditUnion,MA,INSD,BSF,327.0
12/8/2011,Subway,CT,HACK,BSR,80000.0
12/11/2011,CoalitionofLawEnforcementandRetail(CLEAR),FL,HACK,NGO,2400.0
12/12/2011,FloridaFamilyAssociation(FFA),FL,HACK,NGO,22.0
12/13/2011,Mr.JanitorEagleHarborCountryClub,FL,INSD,BSO,0.0
12/14/2011,TrilegiantCorporation,CT,INSD,BSO,0.0
12/15/2011,JeffersonCountyPublicSchools,KY,DISC,EDU,6500.0
12/16/2011,RestaurantDepotJetroCash&Carry,NY,HACK,BSR,300000.0
12/16/2011,PeoplesGasNorthShore,IL,INSD,BSO,100.0
12/16/2011,NorthPennSchoolDistrict(NPSD),PA,HACK,GOV,0.0
12/16/2011,UnitedJewishAppeal-FederationofJewishPhilanthropiesofNewYork,NY,INSD,NGO,0.0
12/20/2011,MyVetDirect.comButlerScheinAnimalHealth(BSAH),OH,HACK,BSO,0.0
12/21/2011,RidgewoodPublicSchools,NJ,HACK,GOV,0.0
12/22/2011,GoodNewsGarage,VT,PORT,NGO,14000.0
12/22/2011,DepartmentofHumanServices(DHS)GatewayCenter,OR,STAT,GOV,3000.0
12/22/2011,PearlRiverResort,MS,UNKN,BSO,0.0
12/22/2011,OahuDistrictTaxOfficeStateTaxDepartment,HI,INSD,GOV,0.0
12/23/2011,ProvoSchoolDistrict,UT,HACK,GOV,3200.0
12/23/2011,VirginiaDepartmentofGeneralServices,VA,DISC,GOV,639.0
12/24/2011,OfficeoftheNewYorkCityPublicAdvocate,NY,HACK,NGO,0.0
12/25/2011,Stratfor.comStrategicForecasting,TX,HACK,BSO,68063.0
12/28/2011,AegisScienceCorporation,GA,PORT,BSO,2184.0
12/28/2011,GuidePublishingGroupGuideYou.com,CA,HACK,BSO,11.0
12/28/2011,AutomaticDataProcessing(ADP)A.W.Hastings',CA,PORT,BSO,0.0
12/28/2011,N/LEntertainmentAlamoDrafthouseCinemas,VA,HACK,BSO,0.0
12/30/2011,Care2.com,CA,HACK,BSR,0.0
12/31/2011,CaliforniaStatewideLawEnforcementAssociation(CSLEA),CA,HACK,GOV,0.0
12/31/2011,NewYorkStateAssociationofChiefsofPolice,NY,HACK,GOV,0.0
1/4/2012,NewYorkPoliceDepartment-40thPrecinct,NY,PHYS,GOV,0.0
1/10/2012,IsaacMillerElementarySchoolSantaMaria-BenitaSchoolDistrict,CA,PHYS,EDU,0.0
1/11/2012,VermontDepartmentofTaxes,VT,DISC,GOV,1332.0
1/15/2012,Zappos.com,NV,HACK,BSR,24000000.0
1/20/2012,ArizonaStateUniversity(ASU),AZ,HACK,EDU,300000.0
1/20/2012,KansasDepartmentofAging,KS,PORT,GOV,7100.0
1/20/2012,DepartmentofVeteransAffairsAncestry.com,DC,DISC,GOV,2200.0
1/20/2012,Ward'sNursery&GardenCenter,MA,UNKN,BSR,0.0
1/20/2012,DreamHost,CA,HACK,BSO,0.0
1/24/2012,NewYorkStateElectric&Gas(NYSEG)RochesterGasandElectric(RG&E)IberdrolaUSA,NY,DISC,GOV,1245000.0
1/24/2012,CityofPointPleasant,WV,HACK,GOV,0.0
1/24/2012,MetropolitanLifeInsuranceCompany(MetLife)ofConnecticut,CT,DISC,BSF,0.0
1/27/2012,President'sChallengeIndianaUniversity,IN,HACK,GOV,650000.0
1/27/2012,SequoiaHospitalTowersWatson,CA,DISC,MED,391.0
1/27/2012,Craigslist,NY,UNKN,BSO,250.0
1/27/2012,Windstream,NC,INSD,BSR,0.0
1/27/2012,Bamastuff.com,AL,HACK,BSR,0.0
1/28/2012,NapervilleUnitDistrict203,IL,DISC,EDU,101.0
1/29/2012,PalosVerdesHighSchool,CA,HACK,EDU,0.0
1/30/2012,TryMedia(TMAcquisition),WA,HACK,BSR,12456.0
1/31/2012,EastBatonRougeAccelerationAcademy,LA,UNKN,EDU,159.0
1/31/2012,RegionsFinancialCorp.Ernst&Young,AL,PORT,BSF,0.0
1/31/2012,SegMarkSolutions,CT,HACK,BSO,0.0
2/2/2012,FloresMexicanRestaurant,TX,HACK,BSR,50.0
2/2/2012,Staples(StaplesBusinessDepot),NY,INSD,BSR,50.0
2/2/2012,VeriSign,VA,HACK,BSO,0.0
2/3/2012,SecuritySavingsSystems,PA,DISC,BSO,2038.0
2/3/2012,SaltLikeCityPoliceDepartment,UT,HACK,GOV,1073.0
2/3/2012,MotorolaMobility,IL,DISC,BSR,100.0
2/7/2012,ValenciaCollege,FL,DISC,EDU,9000.0
2/7/2012,DepartmentofChildServices,IN,PORT,GOV,0.0
2/8/2012,WestVirginiaChiefsofPoliceAssociationAlabamaDepartmentofPublicSafetyTexasDepartmentofPublicSafetyCityofMobilePoliceDepartmentTexasPoliceChiefsAssociationTexasPoliceAssociation,WV,HACK,BSR,46943.0
2/8/2012,WisconsinChiefsofPoliceAssociation,WI,HACK,BSO,540.0
2/9/2012,CardinalFitness,IN,PHYS,BSO,0.0
2/10/2012,C.D.Peacock,IL,HACK,BSR,0.0
2/13/2012,CityofRye,NY,DISC,GOV,0.0
2/14/2012,SolitudeMountainResort,UT,HACK,BSO,0.0
2/15/2012,UniversityofNorthCarolinaatCharlotte,NC,DISC,EDU,350000.0
2/16/2012,CentralConnecticutStateUniversity(CCSU),CT,HACK,EDU,18763.0
2/21/2012,Mo'MoneyTaxes,TN,PHYS,BSF,0.0
2/25/2012,WallaceCommunityCollege,AL,HACK,EDU,284.0
2/25/2012,BurgerKing,OR,INSD,BSR,30.0
2/25/2012,WeatherShield,WI,UNKN,BSF,0.0
2/28/2012,CityofSpringfieldSpringfieldmo.gov,MO,HACK,GOV,2100.0
2/28/2012,LosAngelesCountyPoliceCanineAssociation,CA,HACK,GOV,100.0
2/28/2012,FunPublicationsTransformersClub,TX,HACK,BSO,0.0
3/3/2012,UniversityofWashington,WA,HACK,EDU,56.0
3/5/2012,DigitalPlayground,CA,HACK,BSR,72794.0
3/7/2012,GilaCountyHealthandEmergencyServices(PaysonWICOffice),AZ,PHYS,GOV,1000.0
3/7/2012,LindenwoodUniversity,IL,HACK,EDU,184.0
3/13/2012,BrighamYoungUniversity(BYU),UT,DISC,EDU,1300.0
3/14/2012,HumboldtStateUniversity,CA,DISC,EDU,5700.0
3/15/2012,EdmundOptics,NJ,HACK,MED,0.0
3/16/2012,UniversityofTampa,FL,DISC,EDU,30000.0
3/16/2012,Milk,CA,DISC,BSO,0.0
3/17/2012,KennedySpaceCenter,FL,PORT,GOV,2300.0
3/17/2012,GeorgiaObstetricalandGynecologicalSociety,GA,PORT,MED,1000.0
3/21/2012,WayneCounty,MI,DISC,GOV,1000.0
3/21/2012,ComfortInn&Suites,TX,PHYS,BSO,500.0
3/23/2012,Pure,TX,CARD,BSR,100.0
3/23/2012,H&RBlock,CA,INSD,BSF,0.0
3/23/2012,LakeWorthIndependentSchoolDistrict,TX,INSD,EDU,0.0
3/25/2012,MilitarySingles.com,NY,HACK,BSR,171000.0
3/27/2012,HowardUniversityHospital,DC,PORT,MED,66601.0
3/30/2012,GlobalPayments,GA,CARD,BSF,7000000.0
4/4/2012,BaylorLawSchool,TX,DISC,EDU,442.0
4/10/2012,CaseWesternReserveUniversity,OH,PORT,EDU,600.0
4/25/2012,CrypticStudiosPerfectWorld,CA,HACK,BSO,0.0
4/30/2012,VolunteerStateCommunityCollege,TN,DISC,EDU,14000.0
4/30/2012,AccurateAccounting,CA,PHYS,BSF,0.0
5/2/2012,FloridaDepartmentofChildrenandFamilies,FL,DISC,GOV,100000.0
5/3/2012,UniversityofPittsburgh,PA,HACK,EDU,0.0
5/4/2012,BookerT.WashingtonHighSchool,GA,HACK,EDU,18.0
5/5/2012,Ford-MotorWebsites(ConnectWithFiestaUnleashfiesta),MI,HACK,BSR,0.0
5/7/2012,LakeCountySheriff'sOffice,FL,HACK,GOV,0.0
5/9/2012,KeyBank,OR,INSD,BSF,2937.0
5/9/2012,CapitalOneBank,TX,INSD,BSF,0.0
5/12/2012,HewlettPackardCaliforniaDepartmentofSocialServices,CA,PORT,GOV,701000.0
5/12/2012,WarrenCountyIowaIowaDepartmentofHumanServices,IA,PHYS,GOV,3000.0
5/22/2012,GladeCountySheriff'sOffice,FL,HACK,GOV,200.0
5/24/2012,GeneralCommunication,AK,INSD,BSR,400.0
5/25/2012,Serco,VA,HACK,BSF,123201.0
6/1/2012,PennStationEastCoastSubs,OH,CARD,BSR,0.0
6/8/2012,CityofNewHavenRentRebate,CT,PORT,GOV,0.0
6/9/2012,Franklin'sBudgetCarSales,GA,DISC,BSR,95000.0
6/9/2012,EPN,UT,DISC,BSF,3800.0
6/9/2012,NewYorkStateOfficeofChildrenandFamilyServices,NY,INSD,GOV,0.0
6/9/2012,DocuSign,CA,DISC,BSO,0.0
6/11/2012,UniversityofNorthFlorida(UNF),FL,HACK,EDU,23246.0
6/11/2012,EugeneSchoolDistrict4J,OR,HACK,EDU,16000.0
6/12/2012,BethpageFederalCreditUnion,NY,DISC,BSF,86000.0
6/13/2012,TheTiltedKilt,TX,HACK,BSR,0.0
6/16/2012,BobWilsonDodge,FL,PHYS,BSR,0.0
6/22/2012,MinnesotaBoardofPsychology,MN,INSD,NGO,42.0
7/2/2012,ChineseGourmetExpress,MN,CARD,BSR,300.0
7/2/2012,WaveHouse,CA,INSD,BSR,200.0
7/2/2012,Groupon,IL,DISC,BSR,170.0
7/2/2012,SanJoseStateUniversity(SJSU)AssociatedStudents,CA,HACK,EDU,0.0
7/10/2012,PuertaGrande,KY,HACK,BSR,50.0
7/11/2012,Formspring,CA,HACK,BSO,420000.0
7/12/2012,Yahoo!Voices,CA,HACK,BSO,453492.0
7/13/2012,AmericanExpressTravelRelatedServicesCompany,CA,CARD,BSF,27257.0
7/14/2012,OrcuttBurgerRestaurant,CA,CARD,BSR,0.0
7/16/2012,PulaskiBankPulaskiFinancial,MO,INSD,BSF,0.0
7/26/2012,NaturalProvisionsMarket,VT,HACK,BSR,350.0
8/1/2012,TarletonStateUniversity,TX,PHYS,EDU,0.0
8/1/2012,OfficeoftheCircuitClerkofMadisonCountyIllinois,IL,PHYS,GOV,0.0
8/2/2012,EnvironmentalProtectionAgency,DC,HACK,GOV,7800.0
8/6/2012,SteamboatSkiandResortCorp.,CO,DISC,BSO,0.0
8/8/2012,UniversityofArizona(UA),AZ,DISC,EDU,7700.0
8/9/2012,BNSFRailwayCompany,TX,UNKN,BSO,100.0
8/9/2012,CQRollCallTheEconomistGroupBloomberg,DC,DISC,BSF,0.0
8/9/2012,AmericInn,WI,INSD,MED,0.0
8/13/2012,EmployeeBenefitsAtlantaPoliceMARTAPoliceAtlantaFireDepartment,GA,DISC,GOV,39.0
8/20/2012,U.S.DistrictCourtLosAngelesCalifornia,CA,INSD,GOV,0.0
8/21/2012,ColoradoStateUniversity-Pueblo,CO,DISC,EDU,19000.0
8/22/2012,SouthBendCommunitySchoolCorporation,IN,DISC,EDU,0.0
8/27/2012,UniversityofRhodeIsland,RI,DISC,EDU,1000.0
8/28/2012,DelMarCollege(EastCampus),TX,PHYS,EDU,400.0
8/28/2012,WilkinsonCountySchools,GA,HACK,EDU,0.0
8/28/2012,CharterOneDollarBankFifthThirdFirstMeritKeyPNCTotalMerchantServices,OH,INSD,BSF,0.0
8/29/2012,Chili's,FL,INSD,BSR,0.0
8/30/2012,BMOHarrisBank,WI,PORT,BSF,0.0
9/1/2012,NewHampshireDepartmentofCorrections,NH,HACK,GOV,0.0
9/4/2012,CWIRailroadSystemSpecialists,PA,HACK,BSR,0.0
9/6/2012,BostonWaterandSewerCommission,MA,PORT,GOV,0.0
9/7/2012,CumberlandCountySheriff'sOffice,ME,DISC,GOV,180.0
9/11/2012,NorthwesternMutualandOneAmerica-AmericanUnitedLife,IN,INSD,BSF,3000.0
9/12/2012,EducationResourcesInformationCenter(ERIC),DC,DISC,NGO,0.0
9/14/2012,LucilleHendricksElementarySchool,TX,PHYS,EDU,20.0
9/14/2012,U.S.PostalService,FL,PHYS,GOV,0.0
9/14/2012,WoundedWarriorProject,FL,PORT,NGO,0.0
9/19/2012,UnitedStatesNavySmartWebMove,DC,HACK,GOV,200000.0
9/26/2012,AmericanHeartAssociationOliveCrest,NV,PORT,NGO,0.0
9/27/2012,Center4HealthEnlightenmentEnrichmentEmpowermentRenewalServices(CHEERS),AZ,INSD,NGO,180.0
9/28/2012,UniversityofChicago,IL,DISC,EDU,9100.0
9/28/2012,BrightlineInteractiveArmyChiefofPublicAffairs,VA,DISC,GOV,518.0
10/1/2012,SanMateoUnionHighSchoolDistrict,CA,HACK,EDU,0.0
10/2/2012,RobesonCountyBoardofElections,NC,PORT,GOV,71000.0
10/8/2012,GreenStoneHomes,OH,PHYS,BSO,0.0
10/10/2012,NorthwestFloridaStateCollege,FL,HACK,EDU,200050.0
10/12/2012,ArmyMaterialCommand,AL,PHYS,GOV,400.0
10/12/2012,AutoCarry,NJ,PHYS,BSO,100.0
10/12/2012,Korn/FerryInternational,CA,HACK,BSO,0.0
10/12/2012,FEICompany,OR,PORT,BSR,0.0
10/13/2012,CityofBurlingtonWashington,WA,HACK,GOV,0.0
10/15/2012,District202PlainfieldSchoolDistrict,IL,HACK,EDU,23000.0
10/18/2012,SouthernEnvironmentalLawCenter,VA,HACK,NGO,0.0
10/19/2012,TheCollegeofSt.Scholastica,MN,HACK,EDU,28.0
10/24/2012,VermontStateEmployee'sCreditUnion(VSECU),VT,PORT,BSF,0.0
10/25/2012,L&DChineseBuffet,MT,INSD,BSR,0.0
10/27/2012,DepartmentofStateBureauofConsularAffairs,DC,INSD,GOV,0.0
11/10/2012,BobWard&Sons,MT,HACK,BSR,0.0
11/11/2012,Labelmaster(AmericanLabelmarkCompany),IL,HACK,BSO,0.0
11/13/2012,NationalAeronauticsandSpaceAdministration(NASA),DC,PORT,GOV,10000.0
11/13/2012,ChicagoBoardofElectionsCommissioners,IL,DISC,GOV,1200.0
11/14/2012,Adobe,CA,HACK,BSO,230.0
11/22/2012,ScrippsCollege,CA,PHYS,EDU,940.0
11/27/2012,PinnacleFoodsGroupLLC,WI,PORT,BSR,1818.0
11/27/2012,PulaskiBank,KS,PHYS,BSF,0.0
12/7/2012,RockBottomAutoSales,FL,PHYS,BSR,0.0
12/10/2012,WestPittsburghPartnership,PA,PHYS,NGO,0.0
12/21/2012,FairfaxHighSchool,VA,HACK,EDU,0.0
12/21/2012,WorkersUnited,NY,PORT,BSO,0.0
1/6/2013,OldcastleAPG,GA,PORT,BSR,5083.0
1/8/2013,Charlotte-MecklenburgSchools,NC,PHYS,EDU,80.0
1/8/2013,MorganRoadMiddleSchool,GA,PORT,EDU,0.0
1/10/2013,CityofMaconGeorgia,GA,STAT,GOV,0.0
1/10/2013,KTSUTexasSouthernUniversity,TX,INSD,EDU,0.0
1/12/2013,FloridaDepartmentofJuvenileJustice,FL,PORT,GOV,100000.0
1/12/2013,Zaxby's,GA,HACK,BSR,0.0
1/24/2013,EasternIllinoisUniversity,IL,DISC,EDU,430.0
2/1/2013,CentralLaborers'PensionFundCentralLaborers'WelfareFundCentralLaborers'AnnuityFund,IL,PORT,BSF,0.0
2/20/2013,CentralHudsonGas&Electric,NY,HACK,NGO,110000.0
2/22/2013,LexisNexisSprechman&Associates,FL,INSD,BSO,20000.0
6/12/2013,SentaraVirginiaBeachGeneralHospital,VA,PHYS,MED,0.0
7/25/2013,BaltimoreCity,MD,PHYS,GOV,0.0
8/9/2013,AuburnUniversity-SchoolofForestryandWildlifeSciences,AL,DISC,EDU,0.0
9/23/2013,ColumbiaUniversityMedicalCenter(CUMC),NY,DISC,MED,407.0
9/30/2013,Denny's,AZ,PHYS,BSR,200.0
9/30/2013,TheNewTeacherProject,NY,PORT,NGO,0.0
9/30/2013,SentryLifeInsuranceDepartmentofLabor,WI,DISC,BSF,0.0
10/3/2013,WindhavenInvestmentManagement,MA,HACK,BSF,419.0
10/7/2013,PayJunction,CA,HACK,BSF,0.0
10/10/2013,NHCHealthcare,TN,PORT,MED,0.0
10/17/2013,DatapakServicesCorporation,MI,HACK,BSO,0.0
10/25/2013,NBCSportsGroup,CT,PORT,BSO,0.0
10/31/2013,GenesisRehabilitationServices,PA,PORT,MED,1167.0
10/31/2013,Ektron,NH,HACK,BSO,22.0
12/3/2013,ChicagoPublicSchools,IL,DISC,EDU,2000.0
11/16/2015,SwissCleaners,CT,HACK,BSO,0.0
11/30/2015,PrivateInternetAccess,CA,HACK,BSO,0.0
12/11/2015,NorthwestPrimaryCare,OR,INSD,MED,5372.0
12/22/2015,AllianceHealth,UT,DISC,MED,0.0
1/15/2016,VirginiaDepartmentofHumanResourcesManagement,VA,DISC,GOV,0.0
2/2/2016,HawaiiMedicalServiceAssociation(HMSA),HI,DISC,MED,10800.0
2/6/2016,OceanAcquisitions,CT,PORT,BSO,659.0
1/10/2005,GeorgeMasonUniversity,VA,HACK,EDU,32000.0
1/18/2005,UniversityofCaliforniaSanDiego,CA,HACK,EDU,3500.0
1/22/2005,UniversityofNorthernColorado,CO,PORT,EDU,15790.0
2/12/2005,ScienceApplicationsInternationalCorp.(SAIC),CA,STAT,BSO,45000.0
2/18/2005,UniversityofChicagoHospital,IL,INSD,MED,85.0
2/25/2005,BankofAmericaCorp.,NC,PORT,BSF,1200000.0
2/25/2005,PayMaxx,FL,DISC,BSF,100000.0
3/8/2005,DSWShoeWarehouseRetailVentures,OH,HACK,BSR,1400000.0
3/10/2005,LexisNexis,OH,INSD,BSO,310000.0
3/11/2005,BostonCollege,MA,HACK,EDU,120000.0
3/12/2005,LasVegasDepartmentofMotorVehicles(LVDMV),NV,STAT,GOV,8900.0
3/16/2005,CaliforniaStateUniversityChico,CA,HACK,EDU,59000.0
3/20/2005,UniversityofNevadaLasVegas,NV,HACK,EDU,5000.0
4/5/2005,MCI,CO,PORT,BSO,16500.0
4/5/2005,UniversityofCaliforniaDavis,CA,HACK,EDU,1100.0
4/6/2005,UniversityofCaliforniaSanFrancisco(UCSF),CA,HACK,EDU,7000.0
4/8/2005,SanJoseMedicalGroup,CA,STAT,MED,187000.0
4/8/2005,EasternNational,PA,HACK,NGO,15000.0
4/15/2005,PoloRalphLaurenHSBC,NY,HACK,BSR,180000.0
4/15/2005,CaliforniaDepartmentofHealthServices,CA,PORT,GOV,21600.0
4/20/2005,TDAmeritrade,NE,PORT,BSF,200000.0
4/21/2005,CarnegieMellonUniversity,PA,HACK,EDU,19000.0
4/26/2005,MichiganStateUniversity'sWhartonCenter,MI,HACK,EDU,40000.0
4/26/2005,ChristusSt.Joseph'sHospital,TX,STAT,MED,16000.0
4/28/2005,WachoviaBankofAmericaPNCFinancialServicesGroupandCommerceBancorp,NJ,INSD,BSF,676000.0
4/28/2005,GeorgiaSouthernUniversity,GA,HACK,EDU,20000.0
4/29/2005,OklahomaStateUniversity,OK,PORT,EDU,37000.0
5/2/2005,TimeWarnerIronMountain,NY,PORT,BSO,600000.0
5/4/2005,ColoradoHealthDepartment,CO,PORT,GOV,1600.0
5/5/2005,ArbellaMutualInsuranceCompany,MA,DISC,BSF,0.0
5/7/2005,DepartmentofJustice,DC,PORT,GOV,80000.0
5/11/2005,StanfordUniversity,CA,HACK,EDU,9900.0
5/12/2005,HinsdaleCentralHighSchool,IL,HACK,EDU,2400.0
5/14/2005,GeorgiaTechnologyAuthority(GTA),GA,INSD,GOV,465000.0
5/16/2005,WestboroughBank,MA,INSD,BSF,750.0
5/18/2005,UniversityofIowa,IA,HACK,EDU,30000.0
5/18/2005,JacksonCommunityCollege,MI,HACK,EDU,8000.0
5/19/2005,ValdostaStateUniversity,GA,HACK,EDU,40000.0
5/27/2005,ClevelandStateUniversity,OH,PORT,EDU,44420.0
5/30/2005,Motorola,IL,STAT,BSO,0.0
6/4/2005,DukeUniversityMedicalCenter,NC,HACK,EDU,14000.0
6/6/2005,CitigroupUPS,NY,PORT,BSF,3900000.0
6/10/2005,FederalDepositInsuranceCorp.(FDIC),DC,UNKN,GOV,6000.0
6/16/2005,CardSystems,AZ,HACK,BSF,40000000.0
6/17/2005,KentStateUniversity,OH,PORT,EDU,1400.0
6/18/2005,UniversityofHawai'i,HI,INSD,EDU,150000.0
6/21/2005,CVS,RI,DISC,BSR,0.0
6/22/2005,EastmanKodak,NY,PORT,BSO,5800.0
6/25/2005,UniversityofConnecticut(UCONN),CT,HACK,EDU,72000.0
6/27/2005,U.S.DepartmentofVeteransAffairs,MN,PORT,GOV,66.0
6/29/2005,MedicaHealthPlans,MN,INSD,MED,0.0
6/30/2005,OhioStateUniversityMedicalCenterMTEConsulting,OH,PORT,MED,15000.0
7/6/2005,CityNationalBankIronMountain,CA,PORT,BSF,0.0
7/7/2005,MichiganStateUniversity,MI,HACK,EDU,27000.0
7/13/2005,ArizonaBiodyne,AZ,PORT,MED,57000.0
7/21/2005,UniversityofColoradoBoulder,CO,HACK,EDU,49000.0
7/30/2005,SanDiegoCountyEmployeesRetirementAssociation,CA,HACK,GOV,33000.0
7/30/2005,CaliforniaStateUniversityDominguezHills,CA,HACK,EDU,9613.0
7/30/2005,AustinPeayStateUniversity,TN,DISC,EDU,1500.0
7/31/2005,CaliforniaStatePolytechnicUniversity(CalPolyPomona),CA,HACK,EDU,31077.0
8/2/2005,UniversityofColorado,CO,HACK,EDU,36000.0
8/4/2005,AndersonCollege,NC,PHYS,EDU,800.0
8/5/2005,MadisonAreaTechnicalCollege,WI,PHYS,EDU,100.0
8/9/2005,UniversityofUtah,UT,HACK,EDU,100000.0
8/9/2005,SonomaStateUniversity,CA,HACK,EDU,61709.0
8/9/2005,FederalReserveBankofDallas,TX,PHYS,GOV,0.0
8/10/2005,UniversityofNorthTexas,TX,HACK,EDU,39000.0
8/12/2005,Verizon,NY,DISC,BSR,0.0
8/17/2005,CaliforniaStateUniversityStanislaus,CA,HACK,EDU,900.0
8/22/2005,U.S.AirForce,DC,HACK,GOV,33300.0
8/27/2005,UniversityofFloridaHealthSciencesCenterChartOne,FL,PORT,EDU,3851.0
8/30/2005,StarkStateCollegeofTechnology,OH,DISC,EDU,7058.0
8/30/2005,CaliforniaStateUniversityChancellor'sOffice,CA,HACK,EDU,154.0
8/30/2005,JPMorganChase&Co.,TX,PORT,BSF,0.0
9/2/2005,IowaStudentLoan,IA,PORT,BSF,165000.0
9/13/2005,FortCarson,CO,PORT,GOV,9300.0
9/15/2005,MiamiUniversity,OH,DISC,EDU,21762.0
9/17/2005,NorthForkBank(nowCapitalOneBank),NY,PORT,BSF,9000.0
9/19/2005,Children'sHealthCouncil,CA,PORT,NGO,6700.0
9/22/2005,InternalRevenueService(IRS),CA,PHYS,GOV,30000.0
9/22/2005,CityUniversityofNewYork,NY,DISC,EDU,771.0
9/28/2005,RBCDainRauscher,MN,INSD,BSF,300000.0
9/29/2005,UniversityofGeorgia,GA,HACK,EDU,1600.0
10/8/2005,Blockbuster,NY,PHYS,BSR,0.0
10/15/2005,MontclairStateUniversity,NJ,DISC,EDU,9100.0
10/20/2005,MonmouthUniversity,NJ,DISC,EDU,677.0
10/20/2005,VermontTechnicalCollege,VT,DISC,EDU,0.0
10/21/2005,WilcoxMemorialHospital,HI,PORT,MED,130000.0
10/29/2005,UniversityofTennessee,TN,DISC,EDU,1900.0
11/1/2005,UniversityofTennesseeMedicalCenter,TN,PORT,MED,3800.0
11/5/2005,SafewayHawaii,CA,PORT,BSR,1400.0
11/7/2005,PapaJohn's,KY,DISC,BSR,0.0
11/9/2005,TransUnionCreditBureau,PA,STAT,BSF,3623.0
11/11/2005,GeorgiaTechUniversityOfficeofEnrollmentServices,GA,STAT,EDU,13000.0
11/11/2005,ScottradeTroyGroup,CA,HACK,BSF,0.0
11/18/2005,IndianaUniversityKelleySchoolofBusiness,IN,HACK,EDU,5278.0
11/19/2005,Boeing,IL,PORT,BSO,161000.0
11/23/2005,UniversityofDelaware,DE,HACK,EDU,952.0
12/1/2005,FirstTrustBank,TN,PORT,BSF,100000.0
12/1/2005,UniversityofSanDiego,CA,HACK,EDU,7800.0
12/2/2005,CornellUniversity,NY,HACK,EDU,900.0
12/6/2005,WashingtonStateEmploymentSecurityDepartment,WA,PORT,GOV,530.0
12/7/2005,IdahoStateUniversityOfficeofInstitutionalResearch,ID,HACK,EDU,0.0
12/8/2005,J-SargeantReynoldsCommunityCollege,VA,DISC,EDU,26000.0
12/8/2005,SanAntonioIndependentSchoolDistrict,TX,PORT,EDU,1000.0
12/9/2005,OregonCommunityCreditUnion,OR,PHYS,BSF,200.0
12/12/2005,IowaStateUniversity,IA,HACK,EDU,5500.0
12/12/2005,Sam'sClubadivisionofWal-MartStores,AR,UNKN,BSR,0.0
12/20/2005,GuidanceSoftware,CA,HACK,BSO,3800.0
12/21/2005,SunriseVolkswagen,NY,PHYS,BSR,0.0
12/22/2005,FordMotorCo.,MI,STAT,BSO,70000.0
12/25/2005,AmeripriseFinancial,MN,PORT,BSF,226000.0
12/28/2005,MarriottInternational,FL,PORT,BSR,206000.0
1/1/2006,UniversityofPittsburghMedicalCenterSquirrelHillFamilyMedicine,PA,STAT,MED,700.0
1/2/2006,H&RBlock,MO,DISC,BSO,0.0
1/12/2006,People'sBank,CT,PORT,BSF,90000.0
1/15/2006,IllinoisEducationAssociation,IL,STAT,NGO,0.0
1/16/2006,NewYorkCityTeachersRetirementSystem,NY,INSD,GOV,5800.0
1/20/2006,UniversityofKansas(KansasUniversity),KS,DISC,EDU,9200.0
1/21/2006,CaliforniaArmyNationalGuard,CA,PHYS,GOV,200.0
1/24/2006,UniversityofWashingtonMedicalCenter,WA,PORT,MED,1600.0
1/25/2006,ProvidenceHomeServices,OR,PORT,MED,365000.0
1/26/2006,CollegeofSt.Scholastica,MN,STAT,EDU,12000.0
